source-src_title,target-target_title
oVsObZUUcDo4Kw- WYY2M BxlqDIGO*jiOc,oVsObZUUcDo4Kw- WYY2M BxlqDIGO*jiOc?ASqcDo4Kw- WY
8xCsZhIrJZbG8DUOvevAs18xfXN9c?i,8xCsZhIrJZbG8DUOvevAs18xfXN9c?i?ASqs18xfXN9c?
9EJOAC)X4yr?IZ*KaxpK1,9EJOAC)X4yr?IZ*KaxpK1?ASq4yr?IZ*Kax
yOL laV9MLRcgzCg7POLww,yOL laV9MLRcgzCg7POLww?ASqV9MLRcgzCg
ezLFAzO) WPn8 bB32wRl,ezLFAzO) WPn8 bB32wRl?ASqn8 bB32wRl
jD0T4gd*n6vTqOLN859zHx fS-pc,jD0T4gd*n6vTqOLN859z?ASq9zHx fS-pc
ck*OrGv&YPYi3faR nJASs.MHTCdKmNg,ck*OrGv&YPYi3faR nJASs.M?ASqYPYi3faR n
m8t6y8a1qPO3dP7SQUxbmSy7 s6Eo5 X4,m8t6y8a1qPO3dP7SQUxbmSy7 s6Eo5 X4?ASqSQUxbmSy7 
sh3W? 9eN*kEUbW*HzsO LB-2W99DG2L0lx,sh3W? 9eN*kEUbW*?ASq2W99DG2L0l
machCV33fenO2-)p3P&tbWnZ e,machCV33fenO2-)p3P&tbWnZ e?ASq3P&tbWnZ e
2O(jLuWV Cf-(phTf5mMt7KRa*g-.FIjn,2O(jLuWV Cf-(phTf5mMt7KRa*g-.FIjn?ASqWV Cf-(phT
4VEBE-5wpZe3uOS6qX X(48c3 a9Of,4VEBE-5wpZe3uOS6qX X(48c3 a9Of?ASq X(48c3 a9
hi4ZA C?wOn5PsDZ2IDd&5EQne)j6?kV5gl,hi4ZA C?wOn5PsDZ2IDd&5EQne)j6?kV5gl?ASqDZ2IDd&5EQ
bRnHO2)LW0(XhIZaQwEJD144Z7,bRn?ASq0(XhIZaQwE
0hKOgZ-LonRR1suNZB2roHkl7N6Libdd,0hKOgZ-LonRR1suNZB2ro?ASqonRR1suNZB
9(OMsL)6dwtfxGddFhD2,9(OMsL)6dwtfxGddFhD2?ASq6dwtfxGddF
01O*abqzD6chmeGha,01O*abqzD6chmeGha?ASqzD6chmeGha
7O8WqJmD?BfDhGX.Ui?Mk,7O8WqJmD?BfDhGX.Ui?Mk?ASqmD?BfDhGX.
u)rnY.uQ OyRo&RAE*EGdxkix?CpsG3c,u)rnY.uQ OyRo&RAE*EGdxkix?CpsG3c?ASqRAE*EGdxki
e Ku3bOY)Qu2fQcijj5LA*XIP4(ZslYPc7,e Ku3bOY)Qu2fQcijj5LA*XIP4(ZslYPc7?ASq2fQcijj5LA
gngO q9hFcTsJ)6D xHzx,gngO q9hFcTsJ)6D x?ASqFcTsJ)6D x
mOXPRtv pgyEhfHI1C&esRYKCbVt3q )3v1,mOXPRtv pgyEhf?ASqv pgyEhfHI
pIZb)GxiLBnOxw XLZH4p?ZUTQ*ExE6,pIZb)GxiLBnOxw XLZ?ASqLZH4p?ZUTQ
car&)HLT4k2AxOaioNqz?) (8NlRWpr,car&)?ASqqz?) (8NlR
tOyo-l?W fyrm3Gn(cNj,tOyo-l?W fyrm3Gn(cNj?ASq?W fyrm3Gn
oeAzfQHRLfEnOzs9L 5QRJC6TuXJrk,oeAzfQ?ASq 5QRJC6TuX
qE7AZqO-CN ssNVY)E63 m,qE7AZqO-CN ssNVY)E63 m?ASqssNVY)E63 
cc6Oy.hWChBhkanS 6 2tE*fS a,cc6Oy.hWChBhkanS 6 2tE*fS a?ASqChBhkanS 6
610NO(VDZ?M5j7lrz WIYy3iEJFIg,610NO(VDZ?M5j7lrz WIYy3iEJFIg?ASq?M5j7lrz W
eO 7irrCGlQjFiq 4K& f,eO 7irrCGlQjFiq 4K& f?ASqrCGlQjFiq 
4 I&kzO qXADZFVlMbXXEqkSdSGfWJf5w,4 I&kzO qXADZFVlMbXXEqkSdSGfWJf5w?ASqDZFVlMbXXE
oJ8)-sfS&IaLeO1z.byFiVKduAF)Bmf4cg,oJ8)-sfS&IaLeO1z.byFiVKduAF)Bmf4cg?ASqyFiVKduAF)
0vuQIdO*jCa-WzGtVotNpb,0vuQIdO*jCa-WzGtVotNpb?ASq-WzGtVotNp
izkYftSvXExwORy*M*1(7MPMS?Fm0cl6,izkYftSvXExwORy*M*1(7MPMS?Fm0cl6?ASq*1(7MPMS?F
ku3oX3glYaRJzWVxYuOUlsHpUnpg9ns75x,ku3oX3glYaRJzWVxYuOUls?ASqpUnpg9ns75
aA?lV?.4NqofO0N98dzA621p6005Fr Iq,aA?lV?.4NqofO0N98dzA621p6005Fr Iq?ASqdzA621p600
gsoOf282xR3nJwPb E2-F99os.l,gsoOf282xR3nJwPb E2-F99os.l?ASqxR3nJwPb E
7Od(R-m-x wrhtRDE.IJSZtd,7Od(R-m-x wrhtRDE.IJSZtd?ASqm-x wrhtRD
bVO.hCMydmT D?xq3&vn.Dfn,bVO.hCMydmT D?xq3&vn.Dfn?ASqydmT D?xq3
rngoKir*7)e 1gu AO*WHv Y)GDLbj6J?m1,rngoKir*7)e 1gu AO*W?ASq Y)GDLbj6J
1Xi4cv?OzIwxX&axv1E E.Ym,1Xi4cv?OzIwxX&axv1E E.Ym?ASqX&axv1E E.
3&tTkOaVvDghJts9Racm,3&tTkOaVvDghJts9Racm?ASqghJts9Racm
fi i9oH49nOe53cd?(7SJAn17TeufL7,fi i9o?ASqd?(7SJAn17
1OZLMZ2cjz&X6Wjh,1OZLMZ2cjz&X6Wjh?ASq2cjz&X6Wjh
pV cz.O?M2tl6m0fyLkmc,pV cz.O?M2tl6m0fyLkmc?ASql6m0fyLkmc
jZO8fF33w&z7sz()wjxd?b,jZO8fF33w&z7sz()wjxd?b?ASq3w&z7sz()w
wY&cZ1wL .Og 96aLkn96yVvxX NbOmsw8g,wY&cZ1wL .Og 96aLkn96yVvxX NbOmsw8g?ASqaLkn96yVvx
o9tzTSPsUH-Oe)LJQRwB79U?nsZkXsOyu,o9tzTSPsU?ASqQRwB79U?ns
4oO ps6XgSzfW9?s. &w1Oq3fR&yu4nNw,4oO ps6XgSzfW9?s. &w1Oq3fR&yu4nNw?ASqXgSzfW9?s.
wO5hKJwoVnNS&H?G3OY041ED4jW *Re,wO5hKJwoVnNS&?ASqwoVnNS&H?G
x1fdFk MLcj11Fyax0()Ocn6DgTbx2X7gsp,x1fdFk MLcj11Fyax0()Ocn6DgTbx2X7gsp?ASqgTbx2X7gsp
mKvbQkPgmaIz7mX7O*JGz8tYA4 6M7Nb*m,mKvbQkPgmaIz7mX7O*JGz8tYA4 6M7Nb*m?ASq8tYA4 6M7N
vzY9OMmV859rVL0NzMPzmPf,vzY9OMmV859rVL0NzMPzmPf?ASq59rVL0NzMP
cAs6GOQ E.nA3WSs*ZGs9,cAs6GOQ E.nA3WSs*ZGs9?ASqnA3WSs*ZGs
8ANhtt3qO&)cBPsUH&s2t6t,8ANhtt3qO&)cBPsU?ASqPsUH&s2t6t
0jl&r(N7O-(.4ns6uzdPk6GSCAc5mMz.aJ4,0jl&r(N7O-(.4ns6uzdPk6GSCAc5mMz.aJ4?ASqns6uzdPk6G
7O qQN74(y(RD)-lia,7O qQN74(y(RD)-lia?ASq74(y(RD)-l
ho3rGIWO&Xh4VdqhUqhjprkb&z,ho3rGIWO&Xh4VdqhUqhjprkb&z?ASqVdqhUqhjpr
hC.bSU L9FqOb*?YassUtGf2Pz,hC.bSU L9FqOb*?YassUtGf2Pz?ASqassUtGf2Pz
ygmO6GrH&5PfMcPj45ihiHZOo1,ygmO6Gr?ASq&5PfMcPj45
kO9S*2nyWwJFCeQ8Ap82i3*jqCK&3UrR9,kO9S*2nyWwJFCeQ8Ap82i3*jqCK&3UrR9?ASqnyWwJFCeQ8
nO.K9hbTmYNbr8F  t,nO.K9hbTmYNbr8F  t?ASqbTmYNbr8F 
e?iNSzC&pcUnvoOWMlkQhFZ(G.Qjy?&m,e?iNSzC&pcUnvoOWMlkQhFZ(G.Qjy?&m?ASqQhFZ(G.Qjy
dshBnI 4T(O6PCeauivoFBL NlM.lGbVk,dshBnI 4T(O6PCeauivoFBL NlM.lGbVk?ASqauivoFBL N
p6 WO4) lhIBx8G 6INGN6Y 3sQ95,p6 WO4) lhIBx8G 6INGN6Y 3sQ95?ASqhIBx8G 6IN
uRb&Ouu6 ex5u6EjtLcPskxAQLka*n,uRb&Ouu6 ex5u6EjtLcPskxAQLka*n?ASqex5u6EjtLc
8B9y27XGs*8uUOdrj(Qi*Y53X-fv.E7s,8B9y27XGs*8uUOdrj(Qi*Y53X-fv.E7s?ASqQi*Y53X-fv
d 99ZegkmOa)32GQ8uscG1h5TFmJd,d 99ZegkmOa)32GQ8uscG1h5TFmJd?ASqGQ8uscG1h5
dERO99K bYQ?Yu1(cLbNotg,dERO99K bYQ?Yu1(cLbNotg?ASqbYQ?Yu1(cL
nKPp2OE4A*r.hbzSeDe9,nKPp2OE4A*r.hbzSeDe9?ASqr.hbzSeDe9
lDf7sK1t5OQLd-6xElz3)K30Z0wa*i,lDf7sK1t5OQLd-6xElz3)K30Z0wa*i?ASq6xElz3)K30
yjAOW0 Bdyc0uhQe.ej*nRvg,yjAOW0 Bdyc0uhQe.ej*nRvg?ASqdyc0uhQe.e
